prob_density,r,z,vr,vz
0.0,1.6643980850000002e-07,1.6362103815000001e-06,-0.0060468864,0.004468304
0.0,1.6699691900000002e-07,1.635798895e-06,-0.0060144342,0.0044423108
0.0,1.67555177e-07,1.6353867465e-06,-0.0059821985,0.0044165088
0.0,1.68114587e-07,1.6349739340000001e-06,-0.0059501755,0.004390895
0.0,1.686751475e-07,1.6345604565e-06,-0.0059183654,0.0043654692
0.0,1.6923685849999998e-07,1.6341463150000001e-06,-0.0058867647,0.0043402286
0.0,1.6979972100000002e-07,1.6337315080000003e-06,-0.0058553737,0.0043151731
0.0,1.7036373550000002e-07,1.6333160355000003e-06,-0.005824189,0.0042902999
0.0,1.709288985e-07,1.632899899e-06,-0.00579321,0.0042656084
0.0,1.7149522000000002e-07,1.6324830920000001e-06,-0.0057624339,0.004241096
0.0,1.720626905e-07,1.6320656205000002e-06,-0.00573186,0.0042167622
0.0,1.72631315e-07,1.6316474805000002e-06,-0.005701486,0.0041926049
0.0,1.73201092e-07,1.6312286735000002e-06,-0.0056713114,0.0041686234
0.0,1.73772023e-07,1.6308091980000002e-06,-0.0056413329,0.0041448152
0.0,1.743441075e-07,1.6303890530000003e-06,-0.0056115512,0.0041211804
0.0,1.749173455e-07,1.6299682390000002e-06,-0.0055819625,0.004097716
0.0,1.75491762e-07,1.6295467375000002e-06,-0.0055525653,0.0040744206
0.0,1.760673435e-07,1.6291245580000001e-06,-0.0055233585,0.004051293
0.0,1.7664408e-07,1.6287017075e-06,-0.005494341,0.0040283324
0.0,1.7722196850000002e-07,1.6282781870000001e-06,-0.0054655115,0.0040055375
0.0,1.7780101100000003e-07,1.627853996e-06,-0.0054368682,0.0039829068
0.0,1.7838120700000002e-07,1.6274291335e-06,-0.00540841,0.0039604391
0.0,1.7896255650000002e-07,1.6270035990000003e-06,-0.0053801348,0.0039381327
0.0,1.7954505950000004e-07,1.626577393e-06,-0.0053520421,0.0039159869
0.0,1.8012871750000002e-07,1.6261505130000002e-06,-0.0053241293,0.0038939997
0.0,1.8071352850000002e-07,1.6257229605000002e-06,-0.005296396,0.0038721705
0.0,1.81299495e-07,1.6252947330000002e-06,-0.00526884,0.0038504975
0.0,1.8188661500000003e-07,1.6248658315e-06,-0.005241461,0.0038289801
0.0,1.8247488900000002e-07,1.6244362545e-06,-0.0052142566,0.0038076165
0.0,1.8306431900000002e-07,1.6240060015e-06,-0.0051872257,0.0037864055
0.0,1.8365490150000003e-07,1.6235750735000003e-06,-0.0051603668,0.0037653458
0.0,1.842466395e-07,1.6231434680000003e-06,-0.0051336792,0.0037444356
0.0,1.8483952850000002e-07,1.622711188e-06,-0.0051071629,0.0037236703
0.0,1.8543357650000004e-07,1.6222782285000003e-06,-0.0050808185,0.003703049
0.0,1.860287795e-07,1.621844592e-06,-0.0050546431,0.0036825695
0.0,1.86625135e-07,1.6214102815000001e-06,-0.0050286362,0.0036622313
0.0,1.8722264200000003e-07,1.6209752965e-06,-0.0050027968,0.0036420334
0.0,1.8782130800000003e-07,1.6205396325e-06,-0.0049771226,0.0036219741
0.0,1.8842112300000004e-07,1.6201032970000002e-06,-0.0049516135,0.003602053
0.0,1.89022095e-07,1.6196662840000002e-06,-0.0049262679,0.0035822689
0.0,1.8962422400000002e-07,1.6192285935000001e-06,-0.0049010842,0.0035626204
0.0,1.90227503e-07,1.6187902315e-06,-0.0048760611,0.0035431065
0.0,1.90831936e-07,1.6183511940000002e-06,-0.0048511984,0.0035237268
0.0,1.9143752300000001e-07,1.6179114820000004e-06,-0.0048264932,0.0035044792
0.0,1.9204426e-07,1.6174710980000002e-06,-0.0048019458,0.0034853635
0.0,1.9265215150000002e-07,1.6170300395000001e-06,-0.004777554,0.0034663782
0.0,1.932612005e-07,1.6165883035e-06,-0.0047533175,0.0034475227
0.0,1.938713965e-07,1.6161458985e-06,-0.0047292342,0.0034287956
0.0,1.9448274950000003e-07,1.6157028170000002e-06,-0.004705304,0.0034101965
0.0,1.9509525100000002e-07,1.6152590650000003e-06,-0.0046815238,0.003391723
0.0,1.9570890500000002e-07,1.6148146395e-06,-0.0046578953,0.0033733762
0.0,1.9632371100000002e-07,1.6143695415000003e-06,-0.004634414,0.0033551528
0.0,1.9693966750000003e-07,1.6139237725000001e-06,-0.0046110804,0.0033370529
0.0,1.975567755e-07,1.61347733e-06,-0.0045878959,0.0033190774
0.0,1.9817503350000003e-07,1.613030217e-06,-0.0045648558,0.0033012227
0.0,1.9879444100000004e-07,1.6125824330000001e-06,-0.0045419609,0.0032834893
0.0,1.9941499950000001e-07,1.6121339770000003e-06,-0.0045192092,0.0032658757
0.0,2.000367095e-07,1.6116848485e-06,-0.0044966003,0.0032483814
0.0,2.0065960750000003e-07,1.6112350215e-06,-0.0044741316,0.0032310043
0.0,2.0128365600000001e-07,1.6107845225000002e-06,-0.0044518029,0.0032137441
0.0,2.0190885550000002e-07,1.6103333515000002e-06,-0.0044296132,0.0031966
0.0,2.025352045e-07,1.6098815095000001e-06,-0.0044075615,0.0031795712
0.0,2.0316270300000004e-07,1.6094289965e-06,-0.0043856471,0.0031626571
0.0,2.0379135100000003e-07,1.6089758120000001e-06,-0.0043638691,0.0031458567
0.0,2.0442115200000002e-07,1.6085219545000003e-06,-0.0043422259,0.0031291689
0.0,2.0505210050000002e-07,1.6080674265e-06,-0.0043207164,0.0031125929
0.0,2.05684199e-07,1.6076122270000003e-06,-0.0042993403,0.0030961279
0.0,2.0631744750000002e-07,1.6071563555000002e-06,-0.0042780955,0.0030797728
0.0,2.0695184500000003e-07,1.606699813e-06,-0.0042569828,0.0030635276
0.0,2.0758739300000001e-07,1.6062425980000001e-06,-0.0042359992,0.0030473903
0.0,2.0822408850000003e-07,1.605784712e-06,-0.0042151457,0.0030313613
0.0,2.0886193300000003e-07,1.6053261550000002e-06,-0.0041944194,0.0030154386
0.0,2.0950092700000002e-07,1.6048669255000002e-06,-0.0041738209,0.0029996223
0.0,2.1014106900000001e-07,1.6044070250000002e-06,-0.0041533477,0.0029839105
0.0,2.1078235950000002e-07,1.6039464535000002e-06,-0.0041330009,0.0029683041
0.0,2.1142479650000003e-07,1.6034852105e-06,-0.0041127772,0.0029528003
0.0,2.12068383e-07,1.6030232950000003e-06,-0.0040926782,0.0029374003
0.0,2.127131535e-07,1.602560682e-06,-0.0040726992,0.0029221006
0.0,2.13359118e-07,1.6020973635e-06,-0.0040528413,0.0029069017
0.0,2.14006232e-07,1.6016333720000002e-06,-0.0040331037,0.002891803
0.0,2.1465449500000003e-07,1.6011687075e-06,-0.0040134863,0.0028768044
0.0,2.1530390650000004e-07,1.6007033695000002e-06,-0.0039939875,0.0028619045
0.0,2.15954466e-07,1.6002373585e-06,-0.0039746063,0.0028471025
0.0,2.1660617250000002e-07,1.5997706755e-06,-0.0039553443,0.0028323972
0.0,2.172590285e-07,1.5993033190000002e-06,-0.0039361993,0.0028177856
0.0,2.1791302950000003e-07,1.598835293e-06,-0.0039171721,0.0028032684
0.0,2.1856818000000002e-07,1.5983665935e-06,-0.0038982601,0.0027888436
0.0,2.192244765e-07,1.5978972235000001e-06,-0.003879464,0.0027745114
0.0,2.1988191850000003e-07,1.597427185e-06,-0.0038607823,0.0027602709
0.0,2.205405055e-07,1.5969564770000001e-06,-0.003842214,0.0027461211
0.0,2.212002715e-07,1.5964850765000001e-06,-0.0038237579,0.0027320613
0.0,2.21861261e-07,1.596012952e-06,-0.0038054112,0.0027180891
0.0,2.2252339850000003e-07,1.5955401575e-06,-0.003787176,0.0027042061
0.0,2.2318668100000003e-07,1.5950666955000001e-06,-0.0037690506,0.002690411
0.0,2.2385111100000002e-07,1.5945925645000002e-06,-0.0037510357,0.0026767042
0.0,2.2451668500000002e-07,1.5941177670000003e-06,-0.0037331288,0.0026630839
0.0,2.2518340350000002e-07,1.5936423035e-06,-0.0037153303,0.0026495503
0.0,2.2585126750000002e-07,1.593166173e-06,-0.003697639,0.0026361025
0.0,2.2652027450000004e-07,1.5926893780000002e-06,-0.0036800542,0.0026227397
0.0,2.2719042450000002e-07,1.5922119190000001e-06,-0.0036625756,0.002609462
0.0,2.27861717e-07,1.5917337955e-06,-0.0036452018,0.002596268
0.0,2.2853423250000002e-07,1.5912549515e-06,-0.0036279296,0.0025831554
0.0,2.2920794650000001e-07,1.5907754045000002e-06,-0.0036107603,0.0025701251
0.0,2.29882805e-07,1.5902951935000002e-06,-0.0035936924,0.0025571759
0.0,2.3055880550000003e-07,1.5898143200000003e-06,-0.0035767276,0.002544309
0.0,2.3123594750000001e-07,1.5893327845e-06,-0.0035598634,0.0025315225
0.0,2.3191423150000004e-07,1.5888505870000002e-06,-0.0035431002,0.0025188168
0.0,2.3259365550000002e-07,1.5883677295000002e-06,-0.0035264366,0.0025061906
0.0,2.33274221e-07,1.5878842115e-06,-0.0035098726,0.002493644
0.0,2.3395592500000003e-07,1.5874000345000001e-06,-0.003493407,0.0024811759
0.0,2.3463881400000003e-07,1.5869151660000002e-06,-0.0034770382,0.0024687853
0.0,2.3532295400000001e-07,1.5864295590000001e-06,-0.0034607636,0.00245647
0.0,2.3600823350000003e-07,1.5859432940000003e-06,-0.0034445855,0.0024442317
0.0,2.366946535e-07,1.58545637e-06,-0.003428503,0.0024320698
0.0,2.3738221100000003e-07,1.5849687885e-06,-0.0034125157,0.0024199839
0.0,2.3807090650000002e-07,1.5844805510000003e-06,-0.0033966229,0.0024079733
0.0,2.387607385e-07,1.5839916570000003e-06,-0.0033808237,0.0023960375
0.0,2.3945170700000004e-07,1.5835021080000002e-06,-0.0033651177,0.0023841761
0.0,2.40143811e-07,1.5830119040000003e-06,-0.003349505,0.002372389
0.0,2.4083721700000005e-07,1.582520928e-06,-0.0033339786,0.0023606712
0.0,2.4153177150000004e-07,1.5820292885000002e-06,-0.0033185431,0.0023490258
0.0,2.4222746450000003e-07,1.5815369935000002e-06,-0.0033031998,0.0023374538
0.0,2.429242915e-07,1.581044045e-06,-0.0032879451,0.0023259526
0.0,2.4362225550000004e-07,1.5805504420000002e-06,-0.0032727804,0.0023145231
0.0,2.4432135300000004e-07,1.5800561875e-06,-0.0032577039,0.002303164
0.0,2.4502158400000003e-07,1.5795612805000002e-06,-0.0032427159,0.0022918754
0.0,2.4572299750000003e-07,1.5790656875000001e-06,-0.0032278136,0.0022806552
0.0,2.46425693e-07,1.578569338e-06,-0.0032129952,0.0022695021
0.0,2.4712952300000003e-07,1.5780723360000002e-06,-0.0031982629,0.0022584176
0.0,2.4783448550000003e-07,1.577574684e-06,-0.0031836164,0.0022474013
0.0,2.485405825e-07,1.5770763800000002e-06,-0.0031690546,0.0022364527
0.0,2.4924781100000004e-07,1.5765774265e-06,-0.0031545776,0.0022255715
0.0,2.4995617e-07,1.5760778240000003e-06,-0.003140184,0.0022147568
0.0,2.50665681e-07,1.5755775580000001e-06,-0.0031258734,0.0022040083
0.0,2.5137651600000003e-07,1.5750765070000002e-06,-0.0031116412,0.0021933225
0.0,2.52088485e-07,1.5745748060000002e-06,-0.0030974913,0.0021827021
0.0,2.528015825e-07,1.5740724575000002e-06,-0.0030834231,0.0021721468
0.0,2.535158115e-07,1.5735694605000002e-06,-0.0030694358,0.0021616559
0.0,2.54231169e-07,1.5730658165e-06,-0.003055529,0.002151229
0.0,2.5494765450000006e-07,1.5725615270000003e-06,-0.0030417021,0.0021408658
0.0,2.556653535e-07,1.5720565310000001e-06,-0.0030279526,0.0021305643
0.0,2.563843275e-07,1.5715507855000002e-06,-0.0030142792,0.0021203234
0.0,2.5710443e-07,1.5710443945000001e-06,-0.0030006843,0.0021101442
0.0,2.578256595e-07,1.5705373590000001e-06,-0.0029871678,0.0021000256
0.0,2.5854801550000005e-07,1.5700296795e-06,-0.0029737298,0.0020899677
0.0,2.59271497e-07,1.5695213580000001e-06,-0.0029603689,0.0020799694
0.0,2.59996103e-07,1.5690123955e-06,-0.0029470846,0.0020700303
0.0,2.6072208150000005e-07,1.5685026175000001e-06,-0.0029338723,0.0020601471
0.0,2.614491865e-07,1.5679921985e-06,-0.0029207359,0.0020503225
0.0,2.621774175e-07,1.5674811385000002e-06,-0.0029076746,0.0020405559
0.0,2.62906771e-07,1.5669694405000003e-06,-0.0028946882,0.0020308472
0.0,2.63637247e-07,1.5664571055000003e-06,-0.0028817765,0.0020211962
0.0,2.64368844e-07,1.5659441345e-06,-0.0028689383,0.002011602
0.0,2.6510180500000005e-07,1.5654303580000003e-06,-0.0028561692,0.0020020615
0.0,2.658359115e-07,1.5649159295000003e-06,-0.0028434725,0.0019925768
0.0,2.665711395e-07,1.5644008660000002e-06,-0.0028308481,0.0019831479
0.0,2.673074875e-07,1.5638851700000002e-06,-0.0028182959,0.0019737748
0.0,2.6804495400000003e-07,1.5633688415e-06,-0.0028058151,0.0019644569
0.0,2.6878356150000006e-07,1.5628518665e-06,-0.0027934051,0.0019551936
0.0,2.69523546e-07,1.56233408e-06,-0.002781061,0.0019459815
0.0,2.70264649e-07,1.561815663e-06,-0.002768787,0.0019368234
0.0,2.710068685e-07,1.5612966180000002e-06,-0.0027565827,0.0019277191
0.0,2.71750206e-07,1.5607769440000002e-06,-0.0027444472,0.001918668
0.0,2.7249465750000003e-07,1.5602566445000001e-06,-0.0027323806,0.0019096699
0.0,2.732403635e-07,1.5597356215000002e-06,-0.0027203801,0.0019007231
0.0,2.739873415e-07,1.5592138635000002e-06,-0.0027084441,0.0018918261
0.0,2.7473543300000004e-07,1.5586914815e-06,-0.0026965765,0.0018829819
0.0,2.7548464e-07,1.558168475e-06,-0.002684775,0.0018741887
0.0,2.762349575e-07,1.5576448470000003e-06,-0.0026730404,0.001865447
0.0,2.769864035e-07,1.557120587e-06,-0.0026613716,0.0018567561
0.0,2.777392555e-07,1.5565955005000002e-06,-0.0026497633,0.0018481123
0.0,2.7849321850000003e-07,1.5560697940000003e-06,-0.0026382206,0.0018395188
0.0,2.79248292e-07,1.5555434690000002e-06,-0.0026267426,0.0018309753
0.0,2.80004474e-07,1.5550165265000001e-06,-0.0026153291,0.0018224815
0.0,2.80761763e-07,1.5544889685e-06,-0.0026039795,0.001814037
0.0,2.8152042450000005e-07,1.5539606105000003e-06,-0.0025926889,0.0018056383
0.0,2.8228025600000004e-07,1.5534315935000001e-06,-0.002581461,0.0017972878
0.0,2.83041194e-07,1.5529019635e-06,-0.0025702952,0.0017889852
0.0,2.8380323650000003e-07,1.5523717205000002e-06,-0.0025591922,0.001780731
0.0,2.845663825e-07,1.5518408670000002e-06,-0.002548151,0.0017725244
0.0,2.853308805e-07,1.5513092305000003e-06,-0.0025371678,0.0017643627
0.0,2.86096575e-07,1.5507769185000001e-06,-0.0025262443,0.0017562471
0.0,2.8686337500000003e-07,1.5502439965e-06,-0.0025153814,0.0017481781
0.0,2.87631276e-07,1.5497104665000002e-06,-0.0025045793,0.0017401559
0.0,2.884002775e-07,1.5491763305000002e-06,-0.0024938358,0.001732179
0.0,2.8917065600000004e-07,1.5486413960000001e-06,-0.002483148,0.0017242452
0.0,2.89942215e-07,1.5481058005000003e-06,-0.0024725197,0.0017163571
0.0,2.9071487350000004e-07,1.5475696e-06,-0.0024619492,0.0017085136
0.0,2.9148863150000004e-07,1.5470327960000001e-06,-0.0024514374,0.0017007153
0.0,2.9226348550000004e-07,1.5464953905e-06,-0.0024409836,0.0016929616
0.0,2.930397915e-07,1.5459571375e-06,-0.0024305822,0.0016852486
0.0,2.93817211e-07,1.5454182715000001e-06,-0.0024202387,0.00167758
0.0,2.9459572650000007e-07,1.544878806e-06,-0.0024099515,0.0016699548
0.0,2.95375337e-07,1.5443387415000002e-06,-0.0023997212,0.0016623734
0.0,2.96156138e-07,1.5437980130000003e-06,-0.0023895456,0.0016548342
0.0,2.969383205e-07,1.5432564875e-06,-0.0023794221,0.0016473353
0.0,2.97721597e-07,1.542714366e-06,-0.0023693545,0.001639879
0.0,2.985059655e-07,1.5421716495000002e-06,-0.0023593419,0.0016324645
0.0,2.99291425e-07,1.5416283395000001e-06,-0.0023493849,0.0016250923
0.0,3.0007823550000003e-07,1.5410842570000001e-06,-0.0023394783,0.0016177586
0.0,3.00866274e-07,1.5405394875e-06,-0.0023296251,0.0016104653
0.0,3.016554025e-07,1.5399941270000003e-06,-0.0023198261,0.0016032132
0.0,3.0244561900000005e-07,1.539448178e-06,-0.0023100801,0.0015960014
0.0,3.0323698650000003e-07,1.5389015965e-06,-0.0023003871,0.0015888299
0.0,3.0402978850000003e-07,1.5383541885e-06,-0.0022907424,0.0015816952
0.0,3.04823678e-07,1.5378061935000002e-06,-0.0022811508,0.0015746007
0.0,3.0561865250000004e-07,1.537257614e-06,-0.0022716113,0.0015675458
0.0,3.0641471050000004e-07,1.536708452e-06,-0.0022621238,0.0015605305
0.0,3.0721217100000005e-07,1.5361584875000002e-06,-0.0022526839,0.0015535514
0.0,3.0801082150000003e-07,1.5356078685e-06,-0.0022432948,0.0015466108
0.0,3.088105545e-07,1.5350566685e-06,-0.0022339564,0.0015397087
0.0,3.09611368e-07,1.5345048910000001e-06,-0.0022246688,0.0015328452
0.0,3.10413449e-07,1.5339524065e-06,-0.0022154294,0.0015260183
0.0,3.1121686100000005e-07,1.5333991725000003e-06,-0.0022062373,0.0015192274
0.0,3.1202135200000004e-07,1.532845363e-06,-0.0021970949,0.0015124742
0.0,3.1282692050000003e-07,1.5322909795e-06,-0.0021880021,0.0015057586
0.0,3.1363364950000004e-07,1.5317359660000001e-06,-0.0021789571,0.0014990793
0.0,3.1444182250000005e-07,1.5311801280000002e-06,-0.0021699573,0.0014924346
0.0,3.1525107150000004e-07,1.5306237185e-06,-0.0021610062,0.0014858266
0.0,3.160613945e-07,1.5300667405000002e-06,-0.0021521034,0.0014792552
0.0,3.16872799e-07,1.5295091890000003e-06,-0.0021432483,0.0014727201
0.0,3.17685732e-07,1.5289507575e-06,-0.002134436,0.0014662177
0.0,3.1849973750000005e-07,1.5283917595e-06,-0.0021256714,0.0014597513
0.0,3.193148135e-07,1.5278321975000002e-06,-0.0021169537,0.0014533205
0.0,3.2013095750000003e-07,1.5272720735000002e-06,-0.0021082829,0.0014469252
0.0,3.209486125000001e-07,1.5267110850000002e-06,-0.002099654,0.001440562
0.0,3.2176737300000005e-07,1.5261495095000002e-06,-0.0020910708,0.0014342333
0.0,3.2258720050000004e-07,1.5255873750000003e-06,-0.0020825338,0.0014279396
0.0,3.23408092e-07,1.5250246840000002e-06,-0.0020740422,0.0014216804
0.0,3.242304855e-07,1.524461136e-06,-0.0020655923,0.0014154529
0.0,3.250540005e-07,1.523896994e-06,-0.0020571862,0.0014092586
0.0,3.2587857700000003e-07,1.5233322990000003e-06,-0.0020488259,0.0014030989
0.0,3.267042135e-07,1.5227670520000002e-06,-0.0020405098,0.0013969728
0.0,3.2753137650000004e-07,1.522200935e-06,-0.0020322336,0.0013908771
0.0,3.2835964050000003e-07,1.5216342395e-06,-0.0020240011,0.0013848144
0.0,3.2918896300000005e-07,1.5210669955000001e-06,-0.002015812,0.0013787846
0.0,3.3001934800000006e-07,1.5204992010000003e-06,-0.0020076669,0.0013727882
0.0,3.3085130100000004e-07,1.5199305105000001e-06,-0.0019995599,0.0013668208
0.0,3.3168431200000004e-07,1.5193612735000002e-06,-0.0019914958,0.0013608859
0.0,3.3251837700000006e-07,1.5187914935e-06,-0.0019834749,0.0013549836
0.0,3.3335357750000006e-07,1.5182211150000002e-06,-0.0019754957,0.0013491129
0.0,3.341902785e-07,1.51764989e-06,-0.0019675543,0.0013432711
0.0,3.350280325e-07,1.5170781245000003e-06,-0.0019596549,0.001337461
0.0,3.35866836e-07,1.516505821e-06,-0.0019517981,0.001331683
0.0,3.367068805e-07,1.5159328500000001e-06,-0.0019439801,0.0013259347
0.0,3.3754832550000007e-07,1.5153591035e-06,-0.0019362011,0.0013202159
0.0,3.38390818e-07,1.5147848225e-06,-0.001928462,0.0013145273
0.0,3.392343560000001e-07,1.514210009e-06,-0.0019207637,0.0013088695
0.0,3.400792735e-07,1.5136344355000002e-06,-0.0019131041,0.0013032412
0.0,3.40925457e-07,1.513058181e-06,-0.0019054821,0.0012976413
0.0,3.4177268400000007e-07,1.5124813975000003e-06,-0.0018979003,0.0012920718
0.0,3.4262095100000004e-07,1.5119040870000002e-06,-0.0018903586,0.0012865327
0.0,3.4347077150000004e-07,1.5113259020000002e-06,-0.0018828521,0.0012810204
0.0,3.4432168950000004e-07,1.5107471525e-06,-0.0018753843,0.0012755373
0.0,3.4517364600000006e-07,1.5101678795000002e-06,-0.0018679558,0.001270084
0.0,3.4602677900000005e-07,1.5095879895000002e-06,-0.0018605646,0.0012646589
0.0,3.4688139100000006e-07,1.5090072785000002e-06,-0.0018532087,0.0012592607
0.0,3.47737039e-07,1.508426047e-06,-0.001845891,0.0012538913
0.0,3.48593721e-07,1.5078442980000002e-06,-0.0018386119,0.001248551
0.0,3.494518065e-07,1.5072617805e-06,-0.0018313674,0.001243237
0.0,3.5031114850000005e-07,1.5066785955000002e-06,-0.0018241591,0.0012379501
0.0,3.511715215e-07,1.5060948960000002e-06,-0.0018169885,0.0012326914
0.0,3.5203295450000003e-07,1.505510664e-06,-0.0018098552,0.0012274607
0.0,3.52895992e-07,1.5049255315000003e-06,-0.0018027546,0.0012222546
0.0,3.5376005750000006e-07,1.5043398880000002e-06,-0.001795691,0.0012170761
0.0,3.546251495000001e-07,1.5037537375000003e-06,-0.0017886646,0.0012119254
0.0,3.55491587e-07,1.5031668640000001e-06,-0.0017816714,0.0012067997
0.0,3.563593475e-07,1.5025792825000002e-06,-0.0017747121,0.0012016994
0.0,3.5722813200000003e-07,1.5019911975e-06,-0.0017677905,0.0011966272
0.0,3.580979515e-07,1.501402602e-06,-0.0017609036,0.001191581
0.0,3.5896940850000007e-07,1.5008130885000003e-06,-0.0017540485,0.0011865587
0.0,3.5984188650000004e-07,1.5002230755000002e-06,-0.0017472282,0.0011815625
0.0,3.607153815e-07,1.4996325665e-06,-0.0017404441,0.0011765933
0.0,3.6159025700000003e-07,1.4990413160000001e-06,-0.0017336918,0.001171648
0.0,3.624664295e-07,1.4984493815000002e-06,-0.0017269724,0.0011667273
0.0,3.6334361750000007e-07,1.4978569540000002e-06,-0.0017202886,0.0011618331
0.0,3.642219105e-07,1.497263974e-06,-0.0017136378,0.0011569638
0.0,3.6510177900000005e-07,1.496670124e-06,-0.0017070178,0.0011521176
0.0,3.6598266e-07,1.4960757860000002e-06,-0.0017004313,0.0011472963
0.0,3.6686454950000003e-07,1.4954809625000003e-06,-0.0016938796,0.001142501
0.0,3.677479505000001e-07,1.4948853145000001e-06,-0.0016873574,0.0011377281
0.0,3.6863252550000004e-07,1.494289072e-06,-0.0016808678,0.0011329794
0.0,3.695181065e-07,1.4936923480000002e-06,-0.0016744117,0.0011282557
0.0,3.704049605000001e-07,1.4930949635e-06,-0.0016679868,0.0011235554
0.0,3.7129323050000006e-07,1.4924968230000001e-06,-0.0016615923,0.001118878
0.0,3.72182503e-07,1.4918982055e-06,-0.0016552304,0.0011142248
0.0,3.730728245e-07,1.4912990810000002e-06,-0.001648901,0.0011095959
0.0,3.739647895e-07,1.4906990500000001e-06,-0.0016425997,0.0011049882
0.0,3.7485775450000007e-07,1.490098546e-06,-0.0016363308,0.0011004046
0.0,3.75751715e-07,1.4894975735e-06,-0.001630094,0.0010958449
0.0,3.7664721950000005e-07,1.4888957640000001e-06,-0.0016238854,0.0010913066
0.0,3.7754387700000007e-07,1.4882933810000002e-06,-0.0016177071,0.0010867908
0.0,3.78441527e-07,1.4876905335000002e-06,-0.0016115612,0.0010822991
0.0,3.7934053500000004e-07,1.4870869765e-06,-0.0016054436,0.0010778288
0.0,3.80240885e-07,1.4864827215000001e-06,-0.0015993555,0.0010733804
0.0,3.8114222400000006e-07,1.4858780065e-06,-0.001593298,0.001068955
0.0,3.820447505e-07,1.4852726995000003e-06,-0.0015872706,0.0010645519
0.0,3.829487935e-07,1.4846665805000002e-06,-0.0015812702,0.0010601692
0.0,3.8385382200000003e-07,1.4840600055000001e-06,-0.0015753005,0.0010558094
0.0,3.8475988150000006e-07,1.4834529455000001e-06,-0.0015693606,0.0010514718
0.0,3.856676165000001e-07,1.4828449695000001e-06,-0.0015634469,0.0010471539
0.0,3.865763345e-07,1.4822365420000002e-06,-0.0015575626,0.001042858
0.0,3.8748603000000004e-07,1.4816276675000002e-06,-0.001551709,0.0010385848
0.0,3.8839736950000005e-07,1.4810179010000001e-06,-0.0015458804,0.0010343306
0.0,3.89309776e-07,1.4804076290000003e-06,-0.0015400814,0.0010300983
0.0,3.902231560000001e-07,1.4797969150000001e-06,-0.0015343112,0.0010258875
0.0,3.91138065e-07,1.4791853885e-06,-0.0015285677,0.0010216968
0.0,3.920541595000001e-07,1.4785732800000002e-06,-0.0015228511,0.0010175262
0.0,3.9297122400000005e-07,1.4779607345000003e-06,-0.0015171641,0.0010133775
0.0,3.93889718e-07,1.477347445e-06,-0.0015115028,0.0010092482
0.0,3.948094995e-07,1.476733508e-06,-0.0015058682,0.0010051389
0.0,3.9573024700000006e-07,1.4761191390000002e-06,-0.0015002622,0.0010010507
0.0,3.9665234200000007e-07,1.4755040835000001e-06,-0.0014946821,0.000996982
0.0,3.9757581000000004e-07,1.4748883265000002e-06,-0.0014891279,0.0009929328
0.0,3.9850023900000005e-07,1.474272142e-06,-0.0014836018,0.0009889043
0.0,3.9942594800000004e-07,1.4736553195e-06,-0.0014781014,0.0009848952
0.0,4.0035310100000003e-07,1.47303775e-06,-0.0014726263,0.0009809049
0.0,4.01281211e-07,1.472419759e-06,-0.0014671789,0.0009769352
0.0,4.0221055050000004e-07,1.471801166e-06,-0.0014617569,0.0009729846
0.0,4.031413865e-07,1.4711817935e-06,-0.0014563592,0.0009690522
0.0,4.04073176e-07,1.4705620045000001e-06,-0.0014509888,0.00096514
0.0,4.05006161e-07,1.4699416380000002e-06,-0.0014456439,0.0009612469
0.0,4.059406790000001e-07,1.4693204705e-06,-0.0014403227,0.0009573716
0.0,4.06876146e-07,1.468698892e-06,-0.0014350279,0.0009535158
0.0,4.07812792e-07,1.4680767500000001e-06,-0.0014297588,0.0009496793
0.0,4.0875099050000005e-07,1.4674537970000001e-06,-0.0014245123,0.0009458598
0.0,4.0969013300000007e-07,1.4668304380000002e-06,-0.0014192924,0.0009420599
0.0,4.1063045500000003e-07,1.4662065175e-06,-0.0014140973,0.0009382786
0.0,4.11572332e-07,1.4655817875e-06,-0.0014089244,0.000934514
0.0,4.125151485e-07,1.4649566575000001e-06,-0.0014037785,0.0009307693
0.0,4.134591625000001e-07,1.4643309560000002e-06,-0.0013986558,0.0009270421
0.0,4.1440471600000007e-07,1.4637044585e-06,-0.0013935553,0.0009233314
0.0,4.1535120400000005e-07,1.4630775660000002e-06,-0.0013884816,0.0009196406
0.0,4.1629892500000006e-07,1.4624500815e-06,-0.0013834307,0.0009159669
0.0,4.1724815250000003e-07,1.4618218255000002e-06,-0.0013784022,0.00091231
0.0,4.1819830950000003e-07,1.4611931800000001e-06,-0.0013733988,0.0009086717
0.0,4.1914975350000005e-07,1.4605639100000002e-06,-0.0013684185,0.0009050506
0.0,4.201026525e-07,1.4599339045000003e-06,-0.0013634602,0.000901446
0.0,4.21056476e-07,1.4593035160000002e-06,-0.0013585268,0.0008978599
0.0,4.2201165850000004e-07,1.4586724575000002e-06,-0.0013536158,0.0008942904
0.0,4.2296822650000006e-07,1.4580407130000003e-06,-0.0013487265,0.0008907373
0.0,4.2392571350000003e-07,1.4574085905000002e-06,-0.0013438615,0.0008872021
0.0,4.248846505e-07,1.4567757415e-06,-0.0013390182,0.0008836832
0.0,4.2584488400000004e-07,1.4561422675e-06,-0.0013341969,0.0008801808
0.0,4.2680603200000005e-07,1.4555084215000002e-06,-0.0013293995,0.000876696
